query,metodo,patron,total_postings,tiempo_seg
news articles,sin_skip,t1 AND t2,6390,0.001227362
news articles,con_skip,t1 AND t2,6390,0.001381603
connecticut sun,sin_skip,t1 AND t2,148,0.000032887
connecticut sun,con_skip,t1 AND t2,148,0.000054811
bingo supplies,sin_skip,t1 AND t2,50,0.000010893
bingo supplies,con_skip,t1 AND t2,50,0.000013476
pregnancy doppler,sin_skip,t1 AND t2,33,0.000010125
pregnancy doppler,con_skip,t1 AND t2,33,0.000009915
fashion jobs,sin_skip,t1 AND t2,124,0.000023251
fashion jobs,con_skip,t1 AND t2,124,0.000040568
jc penney,sin_skip,t1 AND t2,18,0.000007191
jc penney,con_skip,t1 AND t2,18,0.000008728
jennifer garner,sin_skip,t1 AND t2,16,0.000006354
jennifer garner,con_skip,t1 AND t2,16,0.000008518
yahoo mail,sin_skip,t1 AND t2,67,0.000015151
yahoo mail,con_skip,t1 AND t2,67,0.000023042
swim gear,sin_skip,t1 AND t2,35,0.000009008
swim gear,con_skip,t1 AND t2,35,0.000012568
louisville mojo,sin_skip,t1 AND t2,37,0.000009496
louisville mojo,con_skip,t1 AND t2,37,0.000013057
dust insects,sin_skip,t1 AND t2,46,0.000011382
dust insects,con_skip,t1 AND t2,46,0.000016758
conemaugh hospital,sin_skip,t1 AND t2,115,0.000019621
conemaugh hospital,con_skip,t1 AND t2,115,0.000010822
shelley hunter,sin_skip,t1 AND t2,48,0.000009915
shelley hunter,con_skip,t1 AND t2,48,0.000009636
foot doctor,sin_skip,t1 AND t2,343,0.000055789
foot doctor,con_skip,t1 AND t2,343,0.000096357
hawaiian translations,sin_skip,t1 AND t2,44,0.000011312
hawaiian translations,con_skip,t1 AND t2,44,0.000017246
driving directions,sin_skip,t1 AND t2,98,0.000020388
driving directions,con_skip,t1 AND t2,98,0.000031491
stun guns,sin_skip,t1 AND t2,71,0.000012289
stun guns,con_skip,t1 AND t2,71,0.000012568
snake extermination,sin_skip,t1 AND t2,35,0.000009077
snake extermination,con_skip,t1 AND t2,35,0.000013545
eskimo lyrics,sin_skip,t1 AND t2,81,0.000018085
eskimo lyrics,con_skip,t1 AND t2,81,0.000026184
fathers day,sin_skip,t1 AND t2,504,0.000091051
fathers day,con_skip,t1 AND t2,504,0.000080158
brazilian wax,sin_skip,t1 AND t2,52,0.000017247
brazilian wax,con_skip,t1 AND t2,52,0.000020528
student trombone,sin_skip,t1 AND t2,180,0.000039520
student trombone,con_skip,t1 AND t2,180,0.000038124
florida lottery,sin_skip,t1 AND t2,153,0.000033864
florida lottery,con_skip,t1 AND t2,153,0.000030932
harrisburg hotels,sin_skip,t1 AND t2,31,0.000010474
harrisburg hotels,con_skip,t1 AND t2,31,0.000014244
live support,sin_skip,t1 AND t2,666,0.000138391
live support,con_skip,t1 AND t2,666,0.000236982
upgrade ram,sin_skip,t1 AND t2,43,0.000011032
upgrade ram,con_skip,t1 AND t2,43,0.000018503
gwen stefani,sin_skip,t1 AND t2,2,0.000004329
gwen stefani,con_skip,t1 AND t2,2,0.000004748
bow wow,sin_skip,t1 AND t2,36,0.000009496
bow wow,con_skip,t1 AND t2,36,0.000014105
sol beer,sin_skip,t1 AND t2,31,0.000008099
sol beer,con_skip,t1 AND t2,31,0.000012359
american bandstand,sin_skip,t1 AND t2,816,0.000086372
american bandstand,con_skip,t1 AND t2,816,0.000019481
sick babies,sin_skip,t1 AND t2,32,0.000008029
sick babies,con_skip,t1 AND t2,32,0.000009496
american singles,sin_skip,t1 AND t2,1002,0.000148516
american singles,con_skip,t1 AND t2,1002,0.000326566
rent movie,sin_skip,t1 AND t2,227,0.000048458
rent movie,con_skip,t1 AND t2,227,0.000039521
cinema 16,sin_skip,t1 AND t2,1175,0.000215337
cinema 16,con_skip,t1 AND t2,1175,0.000308691
liberty university,sin_skip,t1 AND t2,638,0.000118142
liberty university,con_skip,t1 AND t2,638,0.000159757
weather bug,sin_skip,t1 AND t2,85,0.000022344
weather bug,con_skip,t1 AND t2,85,0.000031351
pogo games,sin_skip,t1 AND t2,303,0.000039590
pogo games,con_skip,t1 AND t2,303,0.000018643
meningitis shot,sin_skip,t1 AND t2,142,0.000031002
meningitis shot,con_skip,t1 AND t2,142,0.000017177
declawing cats,sin_skip,t1 AND t2,24,0.000007122
declawing cats,con_skip,t1 AND t2,24,0.000006983
lake lewisville,sin_skip,t1 AND t2,102,0.000023740
lake lewisville,con_skip,t1 AND t2,102,0.000011521
radio shack,sin_skip,t1 AND t2,285,0.000033376
radio shack,con_skip,t1 AND t2,285,0.000017247
safe minds,sin_skip,t1 AND t2,78,0.000017246
safe minds,con_skip,t1 AND t2,78,0.000083928
costa rica,sin_skip,t1 AND t2,7,0.000005726
costa rica,con_skip,t1 AND t2,7,0.000007472
amy smart,sin_skip,t1 AND t2,22,0.000009008
amy smart,con_skip,t1 AND t2,22,0.000012569
london tours,sin_skip,t1 AND t2,451,0.000084487
london tours,con_skip,t1 AND t2,451,0.000122611
detroit pistons,sin_skip,t1 AND t2,48,0.000009007
detroit pistons,con_skip,t1 AND t2,48,0.000008728
dark collection,sin_skip,t1 AND t2,353,0.000075479
dark collection,con_skip,t1 AND t2,353,0.000130710
black girl,sin_skip,t1 AND t2,484,0.000089165
black girl,con_skip,t1 AND t2,484,0.000175397
mystery skateboard,sin_skip,t1 AND t2,55,0.000012219
mystery skateboard,con_skip,t1 AND t2,55,0.000013057
hematology procedure,sin_skip,t1 AND t2,47,0.000011312
hematology procedure,con_skip,t1 AND t2,47,0.000009706
potomac speedway,sin_skip,t1 AND t2,14,0.000006634
potomac speedway,con_skip,t1 AND t2,14,0.000009566
bowel cancer,sin_skip,t1 AND t2,68,0.000013755
bowel cancer,con_skip,t1 AND t2,68,0.000010054
standish michigan,sin_skip,t1 AND t2,103,0.000013756
standish michigan,con_skip,t1 AND t2,103,0.000009147
lindsay martin,sin_skip,t1 AND t2,113,0.000027161
lindsay martin,con_skip,t1 AND t2,113,0.000028558
sergio barrera,sin_skip,t1 AND t2,5,0.000005307
sergio barrera,con_skip,t1 AND t2,5,0.000007052
michigan lottery,sin_skip,t1 AND t2,111,0.000025765
michigan lottery,con_skip,t1 AND t2,111,0.000025206
map quest,sin_skip,t1 AND t2,466,0.000083998
map quest,con_skip,t1 AND t2,466,0.000092516
coffee trivia,sin_skip,t1 AND t2,95,0.000018992
coffee trivia,con_skip,t1 AND t2,95,0.000031211
closet organizers,sin_skip,t1 AND t2,14,0.000006214
closet organizers,con_skip,t1 AND t2,14,0.000008239
strive bar,sin_skip,t1 AND t2,133,0.000035470
strive bar,con_skip,t1 AND t2,133,0.000023810
hobby lobby,sin_skip,t1 AND t2,19,0.000006983
hobby lobby,con_skip,t1 AND t2,19,0.000009985
mark wahlberg,sin_skip,t1 AND t2,204,0.000034213
mark wahlberg,con_skip,t1 AND t2,204,0.000011870
aol icons,sin_skip,t1 AND t2,22,0.000007541
aol icons,con_skip,t1 AND t2,22,0.000010544
stamina rx,sin_skip,t1 AND t2,9,0.000005796
stamina rx,con_skip,t1 AND t2,9,0.000007541
tool king,sin_skip,t1 AND t2,320,0.000048318
tool king,con_skip,t1 AND t2,320,0.000074991
social security,sin_skip,t1 AND t2,298,0.000052856
social security,con_skip,t1 AND t2,298,0.000086511
arapahoe park,sin_skip,t1 AND t2,173,0.000013476
arapahoe park,con_skip,t1 AND t2,173,0.000009984
mary kate,sin_skip,t1 AND t2,110,0.000027162
mary kate,con_skip,t1 AND t2,110,0.000043780
snake behavior,sin_skip,t1 AND t2,105,0.000026743
snake behavior,con_skip,t1 AND t2,105,0.000039450
beast bruno,sin_skip,t1 AND t2,39,0.000010334
beast bruno,con_skip,t1 AND t2,39,0.000014872
plane tickets,sin_skip,t1 AND t2,83,0.000022693
plane tickets,con_skip,t1 AND t2,83,0.000037775
tv guide,sin_skip,t1 AND t2,542,0.000081903
tv guide,con_skip,t1 AND t2,542,0.000147329
goin crazy,sin_skip,t1 AND t2,30,0.000008658
goin crazy,con_skip,t1 AND t2,30,0.000012359
ica rodeo,sin_skip,t1 AND t2,8,0.000005236
ica rodeo,con_skip,t1 AND t2,8,0.000006145
international soccer,sin_skip,t1 AND t2,583,0.000085813
international soccer,con_skip,t1 AND t2,583,0.000152285
salary comparisons,sin_skip,t1 AND t2,28,0.000009146
salary comparisons,con_skip,t1 AND t2,28,0.000014593
virgin mobile,sin_skip,t1 AND t2,86,0.000018503
virgin mobile,con_skip,t1 AND t2,86,0.000029116
cosmetology school,sin_skip,t1 AND t2,517,0.000011312
cosmetology school,con_skip,t1 AND t2,517,0.000010194
spooner farms,sin_skip,t1 AND t2,21,0.000004888
spooner farms,con_skip,t1 AND t2,21,0.000006144
toastmaster bread,sin_skip,t1 AND t2,23,0.000004748
toastmaster bread,con_skip,t1 AND t2,23,0.000005586
astrid lindgren,sin_skip,t1 AND t2,3,0.000004259
astrid lindgren,con_skip,t1 AND t2,3,0.000005377
free computers,sin_skip,t1 AND t2,6094,0.000979837
free computers,con_skip,t1 AND t2,6094,0.000438982
motorcycle helmets,sin_skip,t1 AND t2,31,0.000010055
motorcycle helmets,con_skip,t1 AND t2,31,0.000014244
hilary stars,sin_skip,t1 AND t2,203,0.000020389
hilary stars,con_skip,t1 AND t2,203,0.000011312
stevens underwear,sin_skip,t1 AND t2,34,0.000024858
stevens underwear,con_skip,t1 AND t2,34,0.000010404
camden aquarium,sin_skip,t1 AND t2,30,0.000008728
camden aquarium,con_skip,t1 AND t2,30,0.000012289
southwest airlines,sin_skip,t1 AND t2,119,0.000024857
southwest airlines,con_skip,t1 AND t2,119,0.000039450
map quest,sin_skip,t1 AND t2,466,0.000066822
map quest,con_skip,t1 AND t2,466,0.000074432
porch lights,sin_skip,t1 AND t2,56,0.000013406
porch lights,con_skip,t1 AND t2,56,0.000011032
idaho law,sin_skip,t1 AND t2,371,0.000068706
idaho law,con_skip,t1 AND t2,371,0.000063889
sasuke quizzes,sin_skip,t1 AND t2,3,0.000004818
sasuke quizzes,con_skip,t1 AND t2,3,0.000005307
internationals soccer,sin_skip,t1 AND t2,209,0.000035680
internationals soccer,con_skip,t1 AND t2,209,0.000015222
fleet bank,sin_skip,t1 AND t2,157,0.000030304
fleet bank,con_skip,t1 AND t2,157,0.000051391
cat worms,sin_skip,t1 AND t2,64,0.000014244
cat worms,con_skip,t1 AND t2,64,0.000019132
auto europe,sin_skip,t1 AND t2,1190,0.000235586
auto europe,con_skip,t1 AND t2,1190,0.000415871
homo art,sin_skip,t1 AND t2,292,0.000060048
homo art,con_skip,t1 AND t2,292,0.000030932
dell laptop,sin_skip,t1 AND t2,21,0.000009147
dell laptop,con_skip,t1 AND t2,21,0.000015152
bleeding hearts,sin_skip,t1 AND t2,47,0.000012638
bleeding hearts,con_skip,t1 AND t2,47,0.000019830
dime magazine,sin_skip,t1 AND t2,246,0.000051111
dime magazine,con_skip,t1 AND t2,246,0.000022483
aruba holloway,sin_skip,t1 AND t2,12,0.000008239
aruba holloway,con_skip,t1 AND t2,12,0.000008448
kansas camping,sin_skip,t1 AND t2,63,0.000017735
kansas camping,con_skip,t1 AND t2,63,0.000028139
channel strip,sin_skip,t1 AND t2,161,0.000037566
channel strip,con_skip,t1 AND t2,161,0.000060258
language translator,sin_skip,t1 AND t2,762,0.000144116
language translator,con_skip,t1 AND t2,762,0.000128546
american airlines,sin_skip,t1 AND t2,860,0.000165552
american airlines,con_skip,t1 AND t2,860,0.000155777
patio furniture,sin_skip,t1 AND t2,22,0.000010055
patio furniture,con_skip,t1 AND t2,22,0.000010962
days inn,sin_skip,t1 AND t2,356,0.000066822
days inn,con_skip,t1 AND t2,356,0.000073664
fl lottery,sin_skip,t1 AND t2,44,0.000015362
fl lottery,con_skip,t1 AND t2,44,0.000018015
northwest airlines,sin_skip,t1 AND t2,132,0.000031420
northwest airlines,con_skip,t1 AND t2,132,0.000052437
circus circus,sin_skip,t1 AND t2,38,0.000009007
circus circus,con_skip,t1 AND t2,38,0.000011730
pirate relays,sin_skip,t1 AND t2,23,0.000009008
pirate relays,con_skip,t1 AND t2,23,0.000011451
velvet ants,sin_skip,t1 AND t2,10,0.000007541
velvet ants,con_skip,t1 AND t2,10,0.000010124
scott bryant,sin_skip,t1 AND t2,70,0.000018154
scott bryant,con_skip,t1 AND t2,70,0.000015152
lakeshore fl,sin_skip,t1 AND t2,36,0.000011381
lakeshore fl,con_skip,t1 AND t2,36,0.000009147
dirty jokes,sin_skip,t1 AND t2,28,0.000010822
dirty jokes,con_skip,t1 AND t2,28,0.000016757
jc wachowski,sin_skip,t1 AND t2,16,0.000006215
jc wachowski,con_skip,t1 AND t2,16,0.000008100
niagara falls,sin_skip,t1 AND t2,66,0.000014872
niagara falls,con_skip,t1 AND t2,66,0.000032398
jonesboro sun,sin_skip,t1 AND t2,88,0.000014943
jonesboro sun,con_skip,t1 AND t2,88,0.000012359
pro pool,sin_skip,t1 AND t2,115,0.000029326
pro pool,con_skip,t1 AND t2,115,0.000052368
rheumatic fever,sin_skip,t1 AND t2,25,0.000007750
rheumatic fever,con_skip,t1 AND t2,25,0.000007052
flowering plants,sin_skip,t1 AND t2,152,0.000035261
flowering plants,con_skip,t1 AND t2,152,0.000057675
hottie moms,sin_skip,t1 AND t2,3,0.000005795
hottie moms,con_skip,t1 AND t2,3,0.000007681
free music,sin_skip,t1 AND t2,6819,0.001420635
free music,con_skip,t1 AND t2,6819,0.002050236
greatest american,sin_skip,t1 AND t2,908,0.000176306
greatest american,con_skip,t1 AND t2,908,0.000259116
cheap rail,sin_skip,t1 AND t2,102,0.000023880
cheap rail,con_skip,t1 AND t2,102,0.000033865
mondo bongo,sin_skip,t1 AND t2,2,0.000005377
mondo bongo,con_skip,t1 AND t2,2,0.000006145
oak express,sin_skip,t1 AND t2,75,0.000019970
oak express,con_skip,t1 AND t2,75,0.000031491
gilmore girls,sin_skip,t1 AND t2,82,0.000014663
gilmore girls,con_skip,t1 AND t2,82,0.000013964
watch card,sin_skip,t1 AND t2,146,0.000034144
watch card,con_skip,t1 AND t2,146,0.000059141
watkins glen,sin_skip,t1 AND t2,31,0.000009426
watkins glen,con_skip,t1 AND t2,31,0.000013895
weight watchers,sin_skip,t1 AND t2,169,0.000021436
weight watchers,con_skip,t1 AND t2,169,0.000018224
auto trader,sin_skip,t1 AND t2,877,0.000148026
auto trader,con_skip,t1 AND t2,877,0.000070243
wrestling ladies,sin_skip,t1 AND t2,76,0.000021436
wrestling ladies,con_skip,t1 AND t2,76,0.000031490
phoenix shopping,sin_skip,t1 AND t2,85,0.000021435
phoenix shopping,con_skip,t1 AND t2,85,0.000032887
ricky martin,sin_skip,t1 AND t2,105,0.000013476
ricky martin,con_skip,t1 AND t2,105,0.000011801
jc penny,sin_skip,t1 AND t2,25,0.000007541
jc penny,con_skip,t1 AND t2,25,0.000010962
phoenix suns,sin_skip,t1 AND t2,40,0.000008658
phoenix suns,con_skip,t1 AND t2,40,0.000009775
leveraging opportunities,sin_skip,t1 AND t2,50,0.000004678
leveraging opportunities,con_skip,t1 AND t2,50,0.000006144
yahoo map,sin_skip,t1 AND t2,464,0.000071011
yahoo map,con_skip,t1 AND t2,464,0.000065356
interviewing questions,sin_skip,t1 AND t2,86,0.000014593
interviewing questions,con_skip,t1 AND t2,86,0.000028697
leslie pools,sin_skip,t1 AND t2,25,0.000008239
leslie pools,con_skip,t1 AND t2,25,0.000013197
princess ai,sin_skip,t1 AND t2,61,0.000013895
princess ai,con_skip,t1 AND t2,61,0.000021925
gerry marsden,sin_skip,t1 AND t2,6,0.000004678
gerry marsden,con_skip,t1 AND t2,6,0.000005307
ticket master,sin_skip,t1 AND t2,195,0.000033445
ticket master,con_skip,t1 AND t2,195,0.000048039
susan edwards,sin_skip,t1 AND t2,48,0.000012289
susan edwards,con_skip,t1 AND t2,48,0.000015850
scranton times,sin_skip,t1 AND t2,440,0.000062004
scranton times,con_skip,t1 AND t2,440,0.000051740
tego ringtone,sin_skip,t1 AND t2,5,0.000004329
tego ringtone,con_skip,t1 AND t2,5,0.000005167
turkish newspaper,sin_skip,t1 AND t2,192,0.000034354
turkish newspaper,con_skip,t1 AND t2,192,0.000047410
ant infestation,sin_skip,t1 AND t2,20,0.000006773
ant infestation,con_skip,t1 AND t2,20,0.000008030
clay pots,sin_skip,t1 AND t2,51,0.000009985
clay pots,con_skip,t1 AND t2,51,0.000007541
delta air lines,sin_skip,t1 AND t2 AND t3,431,0.000080228
delta air lines,con_skip,t1 AND t2 AND t3,431,0.000075689
kitchen canister sets,sin_skip,t1 AND t2 AND t3,128,0.000007053
kitchen canister sets,con_skip,t1 AND t2 AND t3,128,0.000008100
buy pills online,sin_skip,t1 AND t2 AND t3,205,0.000014803
buy pills online,con_skip,t1 AND t2 AND t3,205,0.000020110
louisiana technical school,sin_skip,t1 AND t2 AND t3,668,0.000064447
louisiana technical school,con_skip,t1 AND t2 AND t3,668,0.000073315
wild plum jelly,sin_skip,t1 AND t2 AND t3,70,0.000009496
wild plum jelly,con_skip,t1 AND t2 AND t3,70,0.000010544
kingsway financial services,sin_skip,t1 AND t2 AND t3,389,0.000057116
kingsway financial services,con_skip,t1 AND t2 AND t3,389,0.000020458
thirteen buddy icons,sin_skip,t1 AND t2 AND t3,55,0.000013825
thirteen buddy icons,con_skip,t1 AND t2 AND t3,55,0.000018503
hooker furniture company,sin_skip,t1 AND t2 AND t3,464,0.000014104
hooker furniture company,con_skip,t1 AND t2 AND t3,464,0.000017596
real estate forms,sin_skip,t1 AND t2 AND t3,489,0.000080158
real estate forms,con_skip,t1 AND t2 AND t3,489,0.000106202
chevy 350 engines,sin_skip,t1 AND t2 AND t3,163,0.000014523
chevy 350 engines,con_skip,t1 AND t2 AND t3,163,0.000012359
texas welfare agencies,sin_skip,t1 AND t2 AND t3,256,0.000046991
texas welfare agencies,con_skip,t1 AND t2 AND t3,256,0.000055300
mens irish sweaters,sin_skip,t1 AND t2 AND t3,134,0.000009147
mens irish sweaters,con_skip,t1 AND t2 AND t3,134,0.000008519
senses fail lyrics,sin_skip,t1 AND t2 AND t3,128,0.000030792
senses fail lyrics,con_skip,t1 AND t2 AND t3,128,0.000032677
nba mock draft,sin_skip,t1 AND t2 AND t3,149,0.000010404
nba mock draft,con_skip,t1 AND t2 AND t3,149,0.000013825
heather tiffany robinson,sin_skip,t1 AND t2 AND t3,49,0.000008030
heather tiffany robinson,con_skip,t1 AND t2 AND t3,49,0.000008938
altered mental status,sin_skip,t1 AND t2 AND t3,428,0.000079181
altered mental status,con_skip,t1 AND t2 AND t3,428,0.000051530
free naruto manga,sin_skip,t1 AND t2 AND t3,6077,0.000729589
free naruto manga,con_skip,t1 AND t2 AND t3,6077,0.000094681
canadian boarder rules,sin_skip,t1 AND t2 AND t3,373,0.000034702
canadian boarder rules,con_skip,t1 AND t2 AND t3,373,0.000018294
hot couple mpeg,sin_skip,t1 AND t2 AND t3,183,0.000018154
hot couple mpeg,con_skip,t1 AND t2 AND t3,183,0.000019900
coconut oil benefits,sin_skip,t1 AND t2 AND t3,120,0.000013266
coconut oil benefits,con_skip,t1 AND t2 AND t3,120,0.000011451
shadow element decks,sin_skip,t1 AND t2 AND t3,116,0.000014733
shadow element decks,con_skip,t1 AND t2 AND t3,116,0.000012010
parliament male resort,sin_skip,t1 AND t2 AND t3,445,0.000070242
parliament male resort,con_skip,t1 AND t2 AND t3,445,0.000072267
aquarius tattoo design,sin_skip,t1 AND t2 AND t3,251,0.000009915
aquarius tattoo design,con_skip,t1 AND t2 AND t3,251,0.000011032
cheat code central,sin_skip,t1 AND t2 AND t3,737,0.000031909
cheat code central,con_skip,t1 AND t2 AND t3,737,0.000028558
downtown orlando florida,sin_skip,t1 AND t2 AND t3,236,0.000041545
downtown orlando florida,con_skip,t1 AND t2 AND t3,236,0.000042173
pogo mobile games,sin_skip,t1 AND t2 AND t3,360,0.000048248
pogo mobile games,con_skip,t1 AND t2 AND t3,360,0.000022763
beverly hills lyrics,sin_skip,t1 AND t2 AND t3,142,0.000018155
beverly hills lyrics,con_skip,t1 AND t2 AND t3,142,0.000015152
long beach nc,sin_skip,t1 AND t2 AND t3,603,0.000074433
long beach nc,con_skip,t1 AND t2 AND t3,603,0.000050762
94 isuzu transmission,sin_skip,t1 AND t2 AND t3,176,0.000035819
94 isuzu transmission,con_skip,t1 AND t2 AND t3,176,0.000017805
google house plants,sin_skip,t1 AND t2 AND t3,556,0.000039101
google house plants,con_skip,t1 AND t2 AND t3,556,0.000055300
hunting hitch covers,sin_skip,t1 AND t2 AND t3,168,0.000011451
hunting hitch covers,con_skip,t1 AND t2 AND t3,168,0.000013755
mango pound cake,sin_skip,t1 AND t2 AND t3,74,0.000008099
mango pound cake,con_skip,t1 AND t2 AND t3,74,0.000010125
cruise west alaska,sin_skip,t1 AND t2 AND t3,485,0.000073315
cruise west alaska,con_skip,t1 AND t2 AND t3,485,0.000038613
basketball birthday cake,sin_skip,t1 AND t2 AND t3,178,0.000022902
basketball birthday cake,con_skip,t1 AND t2 AND t3,178,0.000030025
kmox st louis,sin_skip,t1 AND t2 AND t3,203,0.000013476
kmox st louis,con_skip,t1 AND t2 AND t3,203,0.000009985
ashburn apartment rentals,sin_skip,t1 AND t2 AND t3,52,0.000006144
ashburn apartment rentals,con_skip,t1 AND t2 AND t3,52,0.000007261
drew daniel pictures,sin_skip,t1 AND t2 AND t3,236,0.000046852
drew daniel pictures,con_skip,t1 AND t2 AND t3,236,0.000071989
elevated hct level,sin_skip,t1 AND t2 AND t3,355,0.000009427
elevated hct level,con_skip,t1 AND t2 AND t3,355,0.000010404
corner tv stands,sin_skip,t1 AND t2 AND t3,512,0.000097195
corner tv stands,con_skip,t1 AND t2 AND t3,512,0.000104107
long distance companies,sin_skip,t1 AND t2 AND t3,926,0.000172325
long distance companies,con_skip,t1 AND t2 AND t3,926,0.000176375
inflatable toy tanks,sin_skip,t1 AND t2 AND t3,56,0.000010543
inflatable toy tanks,con_skip,t1 AND t2 AND t3,56,0.000012708
media control devices,sin_skip,t1 AND t2 AND t3,6390,0.001128283
media control devices,con_skip,t1 AND t2 AND t3,6390,0.000293958
aesthetic realism cult,sin_skip,t1 AND t2 AND t3,64,0.000018922
aesthetic realism cult,con_skip,t1 AND t2 AND t3,64,0.000022414
penelope house mobile,sin_skip,t1 AND t2 AND t3,488,0.000017666
penelope house mobile,con_skip,t1 AND t2 AND t3,488,0.000019272
print business cards,sin_skip,t1 AND t2 AND t3,6408,0.000929005
print business cards,con_skip,t1 AND t2 AND t3,6408,0.000307993
ohio edison company,sin_skip,t1 AND t2 AND t3,557,0.000034423
ohio edison company,con_skip,t1 AND t2 AND t3,557,0.000039939
killarney park hotel,sin_skip,t1 AND t2 AND t3,230,0.000018084
