query,patron,total_postings,tiempo_seg,tiempo_seg_str
eagle wheels,t1 AND NOT t2,82,"0,000471903",0.000471903
floating tile,t1 AND NOT t2,26,"0,000332364",0.000332364
rascal flats,t1 AND NOT t2,12,"0,000313926",0.000313926
vegas escorts,t1 AND NOT t2,14,"0,000372033",0.000372033
mobile homes,t1 AND NOT t2,117,"0,000343678",0.000343678
cheap curtains,t1 AND NOT t2,22,"0,000299540",0.000299540
text size,t1 AND NOT t2,12086,"0,005163134",0.005163134
songwriters guild,t1 AND NOT t2,26,"0,000400317",0.000400317
apache lake,t1 AND NOT t2,108,"0,000468830",0.000468830
washington dc,t1 AND NOT t2,382,"0,000756776",0.000756776
abutilon hybrid,t1 AND NOT t2,20,"0,000450392",0.000450392
heart tattoo,t1 AND NOT t2,180,"0,000558224",0.000558224
giants dugout,t1 AND NOT t2,21,"0,000485451",0.000485451
deli case,t1 AND NOT t2,278,"0,000635815",0.000635815
sf zoo,t1 AND NOT t2,43,"0,000427485",0.000427485
guitar tab,t1 AND NOT t2,147,"0,000477280",0.000477280
sims cheats,t1 AND NOT t2,10,"0,000441733",0.000441733
johnson tapes,t1 AND NOT t2,106,"0,000559830",0.000559830
tom cruise,t1 AND NOT t2,108,"0,000515971",0.000515971
suzanne somers,t1 AND NOT t2,9,"0,000410514",0.000410514
yahoo mail,t1 AND NOT t2,67,"0,000445713",0.000445713
beach cam,t1 AND NOT t2,67,"0,000465198",0.000465198
kentucky lottery,t1 AND NOT t2,60,"0,000448996",0.000448996
opelika alabama,t1 AND NOT t2,64,"0,000457795",0.000457795
airline tickets,t1 AND NOT t2,63,"0,000480842",0.000480842
star ledger,t1 AND NOT t2,173,"0,000571773",0.000571773
natalie holloway,t1 AND NOT t2,7,"0,000420362",0.000420362
digital printing,t1 AND NOT t2,218,"0,000520720",0.000520720
ball seed,t1 AND NOT t2,123,"0,000534827",0.000534827
morgan nick,t1 AND NOT t2,84,"0,000507032",0.000507032
ar doc,t1 AND NOT t2,146,"0,000546002",0.000546002
swing sets,t1 AND NOT t2,124,"0,000541183",0.000541183
disney channel,t1 AND NOT t2,147,"0,000555989",0.000555989
buzz chat,t1 AND NOT t2,22,"0,000460030",0.000460030
free condoms,t1 AND NOT t2,6044,"0,003400116",0.003400116
aqha congress,t1 AND NOT t2,96,"0,000587417",0.000587417
radio shack,t1 AND NOT t2,285,"0,000593423",0.000593423
healthy kids,t1 AND NOT t2,69,"0,000525609",0.000525609
yahoo maps,t1 AND NOT t2,799,"0,000881858",0.000881858
seattle mariners,t1 AND NOT t2,42,"0,000421968",0.000421968
delta airlines,t1 AND NOT t2,90,"0,000531825",0.000531825
abc distributors,t1 AND NOT t2,68,"0,000510663",0.000510663
yahoo travel,t1 AND NOT t2,156,"0,000579734",0.000579734
breast lifts,t1 AND NOT t2,25,"0,000474696",0.000474696
arthurs steakhouse,t1 AND NOT t2,2,"0,000436914",0.000436914
camcorders review,t1 AND NOT t2,171,"0,000577150",0.000577150
queen mary,t1 AND NOT t2,214,"0,000588604",0.000588604
orlando bloom,t1 AND NOT t2,34,"0,000536015",0.000536015
baby names,t1 AND NOT t2,458,"0,000659281",0.000659281
drug actions,t1 AND NOT t2,166,"0,000517298",0.000517298
female ejaculation,t1 AND NOT t2,308,"0,000683236",0.000683236
flower tattoos,t1 AND NOT t2,47,"0,000457446",0.000457446
family handyman,t1 AND NOT t2,842,"0,000920758",0.000920758
hollyhock pests,t1 AND NOT t2,6,"0,000417987",0.000417987
janet jackson,t1 AND NOT t2,100,"0,000496347",0.000496347
nj dop,t1 AND NOT t2,29,"0,000512409",0.000512409
hagerstown newspaper,t1 AND NOT t2,152,"0,000645313",0.000645313
amc norwalk,t1 AND NOT t2,10,"0,000515133",0.000515133
toy soldiers,t1 AND NOT t2,118,"0,000551310",0.000551310
spina systems,t1 AND NOT t2,187,"0,000506194",0.000506194
car rentals,t1 AND NOT t2,227,"0,000662913",0.000662913
radio stations,t1 AND NOT t2,470,"0,000729469",0.000729469
jade moore,t1 AND NOT t2,53,"0,000468410",0.000468410
vegetable gardening,t1 AND NOT t2,22,"0,002033295",0.002033295
entertainment earth,t1 AND NOT t2,241,"0,000660188",0.000660188
kendal county,t1 AND NOT t2,338,"0,000621987",0.000621987
holloway case,t1 AND NOT t2,272,"0,000571563",0.000571563
family circle,t1 AND NOT t2,892,"0,000940104",0.000940104
colorado mills,t1 AND NOT t2,91,"0,000448507",0.000448507
bishonen anime,t1 AND NOT t2,50,"0,000442431",0.000442431
eye makeup,t1 AND NOT t2,218,"0,000482448",0.000482448
columbus texas,t1 AND NOT t2,201,"0,000594540",0.000594540
web cam,t1 AND NOT t2,204,"0,000566115",0.000566115
patio designs,t1 AND NOT t2,59,"0,000513178",0.000513178
hugo boss,t1 AND NOT t2,72,"0,000470506",0.000470506
interactive weather,t1 AND NOT t2,87,"0,000473160",0.000473160
police salaries,t1 AND NOT t2,157,"0,000548447",0.000548447
derek jeter,t1 AND NOT t2,15,"0,000496067",0.000496067
zebras prints,t1 AND NOT t2,14,"0,000475465",0.000475465
aruba map,t1 AND NOT t2,446,"0,000723114",0.000723114
dnr md,t1 AND NOT t2,43,"0,000442500",0.000442500
rabbit care,t1 AND NOT t2,138,"0,000472042",0.000472042
photography washington,t1 AND NOT t2,305,"0,000697064",0.000697064
extensor retinaculum,t1 AND NOT t2,3,"0,000477560",0.000477560
skin yeast,t1 AND NOT t2,59,"0,000505566",0.000505566
yahoo mail,t1 AND NOT t2,67,"0,000545024",0.000545024
salvage motorcycles,t1 AND NOT t2,12,"0,000474068",0.000474068
career builder,t1 AND NOT t2,589,"0,000843866",0.000843866
bose logo,t1 AND NOT t2,212,"0,000580153",0.000580153
branford ct,t1 AND NOT t2,26,"0,000455770",0.000455770
mccoy usa,t1 AND NOT t2,304,"0,000627714",0.000627714
wal mart,t1 AND NOT t2,16,"0,000426158",0.000426158
dragon mugs,t1 AND NOT t2,45,"0,000504727",0.000504727
rebecca scott,t1 AND NOT t2,86,"0,000483846",0.000483846
peg happiness,t1 AND NOT t2,18,"0,000425669",0.000425669
women galleries,t1 AND NOT t2,272,"0,000660050",0.000660050
franklin sports,t1 AND NOT t2,352,"0,000711660",0.000711660
baseball draft,t1 AND NOT t2,234,"0,000553545",0.000553545
sacramento movies,t1 AND NOT t2,113,"0,000485870",0.000485870
victory motorcycles,t1 AND NOT t2,150,"0,000604736",0.000604736
pm pools,t1 AND NOT t2,43,"0,000487058",0.000487058
incentive coupon,t1 AND NOT t2,8,"0,000412120",0.000412120
gilbert republic,t1 AND NOT t2,230,"0,000680442",0.000680442
shot needle,t1 AND NOT t2,142,"0,000654741",0.000654741
outer spaces,t1 AND NOT t2,75,"0,000506682",0.000506682
elmer wheeler,t1 AND NOT t2,19,"0,000463871",0.000463871
nia long,t1 AND NOT t2,518,"0,000764319",0.000764319
bed furniture,t1 AND NOT t2,81,"0,000441733",0.000441733
halloween costumes,t1 AND NOT t2,20,"0,000423854",0.000423854
maximum exposure,t1 AND NOT t2,129,"0,000551449",0.000551449
hannibal soundtrack,t1 AND NOT t2,70,"0,000478957",0.000478957
tom cruise,t1 AND NOT t2,108,"0,000535317",0.000535317
gold braces,t1 AND NOT t2,192,"0,000515692",0.000515692
photography contests,t1 AND NOT t2,66,"0,000451370",0.000451370
penn dot,t1 AND NOT t2,41,"0,000422526",0.000422526
king tut,t1 AND NOT t2,273,"0,000695318",0.000695318
michaels crafts,t1 AND NOT t2,16,"0,000452627",0.000452627
coldwater creek,t1 AND NOT t2,8,"0,000425809",0.000425809
surf jamaica,t1 AND NOT t2,43,"0,000557456",0.000557456
jaden smith,t1 AND NOT t2,135,"0,000612908",0.000612908
gail langue,t1 AND NOT t2,6,"0,000431746",0.000431746
traffic tickets,t1 AND NOT t2,116,"0,000582458",0.000582458
meadowbrook school,t1 AND NOT t2,518,"0,000788204",0.000788204
sleazy dream,t1 AND NOT t2,76,"0,000481051",0.000481051
instant messenger,t1 AND NOT t2,33,"0,000469179",0.000469179
polly klaas,t1 AND NOT t2,10,"0,000482727",0.000482727
tv tome,t1 AND NOT t2,362,"0,000659280",0.000659280
stock market,t1 AND NOT t2,250,"0,000664309",0.000664309
philadelphia tribune,t1 AND NOT t2,84,"0,000500956",0.000500956
word twist,t1 AND NOT t2,220,"0,000577989",0.000577989
yahoo messenger,t1 AND NOT t2,40,"0,000483985",0.000483985
web browsers,t1 AND NOT t2,204,"0,000722765",0.000722765
virus protection,t1 AND NOT t2,116,"0,000476582",0.000476582
snatch movie,t1 AND NOT t2,218,"0,001748281",0.001748281
jewish organizations,t1 AND NOT t2,286,"0,000574078",0.000574078
kelly clarkson,t1 AND NOT t2,39,"0,000408070",0.000408070
psalm 68,t1 AND NOT t2,136,"0,000553545",0.000553545
lancaster pa,t1 AND NOT t2,76,"0,000477071",0.000477071
burns security,t1 AND NOT t2,126,"0,000518067",0.000518067
geneva switzerland,t1 AND NOT t2,138,"0,000502911",0.000502911
marriage encounter,t1 AND NOT t2,228,"0,000546701",0.000546701
thoroughbred pedigree,t1 AND NOT t2,13,"0,000399410",0.000399410
spirit airlines,t1 AND NOT t2,124,"0,000496207",0.000496207
hunter douglas,t1 AND NOT t2,100,"0,000407022",0.000407022
jessica simpson,t1 AND NOT t2,30,"0,000448018",0.000448018
cursive lyrics,t1 AND NOT t2,84,"0,000593702",0.000593702
katie holmes,t1 AND NOT t2,18,"0,000424203",0.000424203
graves custom,t1 AND NOT t2,49,"0,000520860",0.000520860
chattanooga attractions,t1 AND NOT t2,53,"0,000480004",0.000480004
daniel williams,t1 AND NOT t2,165,"0,000529031",0.000529031
tattoo removal,t1 AND NOT t2,49,"0,000463103",0.000463103
graffiti creator,t1 AND NOT t2,64,"0,000457027",0.000457027
la academia,t1 AND NOT t2,306,"0,000878087",0.000878087
coleman trailers,t1 AND NOT t2,25,"0,000458843",0.000458843
raffle tickets,t1 AND NOT t2,36,"0,000417358",0.000417358
occupational hazards,t1 AND NOT t2,20,"0,000373081",0.000373081
miami apartments,t1 AND NOT t2,86,"0,000404089",0.000404089
penn lottery,t1 AND NOT t2,19,"0,000447109",0.000447109
rifle scopes,t1 AND NOT t2,31,"0,000457166",0.000457166
background images,t1 AND NOT t2,9314,"0,004367806",0.004367806
elegant angel,t1 AND NOT t2,57,"0,000490619",0.000490619
continental airlines,t1 AND NOT t2,74,"0,000559970",0.000559970
abbott lab,t1 AND NOT t2,36,"0,000416311",0.000416311
kawasaki voyager,t1 AND NOT t2,20,"0,000416521",0.000416521
software downloads,t1 AND NOT t2,110,"0,000519603",0.000519603
privacy preferences,t1 AND NOT t2,17,"0,000452837",0.000452837
wells fargo,t1 AND NOT t2,38,"0,000398711",0.000398711
teen quizzes,t1 AND NOT t2,19,"0,000368262",0.000368262
travel directions,t1 AND NOT t2,152,"0,000494390",0.000494390
teen quizzes,t1 AND NOT t2,19,"0,000421339",0.000421339
cannon camcorder,t1 AND NOT t2,36,"0,000456538",0.000456538
grid iron,t1 AND NOT t2,118,"0,000494950",0.000494950
danny roberts,t1 AND NOT t2,72,"0,000583924",0.000583924
foot cramp,t1 AND NOT t2,265,"0,000616749",0.000616749
virginia map,t1 AND NOT t2,547,"0,000522187",0.000522187
excise tax,t1 AND NOT t2,59,"0,000341373",0.000341373
dsm personality,t1 AND NOT t2,52,"0,000386769",0.000386769
notch johnson,t1 AND NOT t2,97,"0,000414076",0.000414076
pheasant eggs,t1 AND NOT t2,32,"0,000315324",0.000315324
acton comics,t1 AND NOT t2,92,"0,000371613",0.000371613
ripped fuel,t1 AND NOT t2,59,"0,000448786",0.000448786
google maps,t1 AND NOT t2,812,"0,000857275",0.000857275
covenant house,t1 AND NOT t2,431,"0,000657326",0.000657326
driving directions,t1 AND NOT t2,98,"0,000504448",0.000504448
abaya dubai,t1 AND NOT t2,13,"0,000598940",0.000598940
creative intention,t1 AND NOT t2,93,"0,000492296",0.000492296
northwest airlines,t1 AND NOT t2,132,"0,000518555",0.000518555
leave comments,t1 AND NOT t2,209,"0,000629180",0.000629180
lowered trucks,t1 AND NOT t2,39,"0,000486080",0.000486080
rent movie,t1 AND NOT t2,227,"0,000543138",0.000543138
hindu bhajans,t1 AND NOT t2,34,"0,000401365",0.000401365
quantum cryptography,t1 AND NOT t2,28,"0,000346052",0.000346052
jackson casino,t1 AND NOT t2,107,"0,000411701",0.000411701
alabama doctors,t1 AND NOT t2,97,"0,000418895",0.000418895
werewolf breeding,t1 AND NOT t2,37,"0,000375595",0.000375595
merrill haggard,t1 AND NOT t2,10,"0,000475954",0.000475954
ann taylor,t1 AND NOT t2,90,"0,000473090",0.000473090
security transmissions,t1 AND NOT t2,107,"0,000566744",0.000566744
xm radio,t1 AND NOT t2,285,"0,000533570",0.000533570
divorce decree,t1 AND NOT t2,46,"0,000454164",0.000454164
phone numbers,t1 AND NOT t2,232,"0,000602851",0.000602851
file sharing,t1 AND NOT t2,112,"0,000476582",0.000476582
tsunami warning,t1 AND NOT t2,44,"0,000643637",0.000643637
bam margera,t1 AND NOT t2,5,"0,001808832",0.001808832
red skelton,t1 AND NOT t2,278,"0,000556897",0.000556897
sailboat charters,t1 AND NOT t2,12,"0,000410235",0.000410235
ken harrelson,t1 AND NOT t2,25,"0,000407441",0.000407441
kendo la,t1 AND NOT t2,295,"0,000578408",0.000578408
norton healthcare,t1 AND NOT t2,36,"0,000332923",0.000332923
clavicle bones,t1 AND NOT t2,26,"0,000343260",0.000343260
truck tents,t1 AND NOT t2,43,"0,000441872",0.000441872
discount tire,t1 AND NOT t2,24,"0,000520930",0.000520930
traditional mantles,t1 AND NOT t2,237,"0,000619054",0.000619054
arizona lottery,t1 AND NOT t2,61,"0,000506193",0.000506193
dictionary meanings,t1 AND NOT t2,194,"0,000480004",0.000480004
joshua jackson,t1 AND NOT t2,96,"0,000473299",0.000473299
bac limit,t1 AND NOT t2,6047,"0,002952587",0.002952587
savannah ga,t1 AND NOT t2,84,"0,000419454",0.000419454
swimming pools,t1 AND NOT t2,56,"0,000446341",0.000446341
iowa playhouse,t1 AND NOT t2,53,"0,000420920",0.000420920
flowerbed stone,t1 AND NOT t2,120,"0,000486359",0.000486359
clinton iowa,t1 AND NOT t2,85,"0,000465967",0.000465967
credit reports,t1 AND NOT t2,151,"0,000568700",0.000568700
funnel cakes,t1 AND NOT t2,9,"0,000497743",0.000497743
alex baker,t1 AND NOT t2,79,"0,000474208",0.000474208
jackson outlets,t1 AND NOT t2,101,"0,000586089",0.000586089
arizona airports,t1 AND NOT t2,107,"0,000508778",0.000508778
brazilian trans,t1 AND NOT t2,76,"0,000473160",0.000473160
alexandria va,t1 AND NOT t2,62,"0,000447459",0.000447459
salisbury university,t1 AND NOT t2,599,"0,000845123",0.000845123
block mail,t1 AND NOT t2,130,"0,000475744",0.000475744
cable deal,t1 AND NOT t2,179,"0,000604876",0.000604876
jessica lynch,t1 AND NOT t2,11,"0,000525539",0.000525539
schumacher racing,t1 AND NOT t2,86,"0,000448227",0.000448227
diet pills,t1 AND NOT t2,33,"0,000353176",0.000353176
real pimps,t1 AND NOT t2,233,"0,000563252",0.000563252
liver cysts,t1 AND NOT t2,22,"0,000521977",0.000521977
baby names,t1 AND NOT t2,458,"0,000577221",0.000577221
california dmv,t1 AND NOT t2,321,"0,000738548",0.000738548
lowell ogle,t1 AND NOT t2,11,"0,000357506",0.000357506
baby blanket,t1 AND NOT t2,66,"0,000460449",0.000460449
stove pipe,t1 AND NOT t2,16,"0,000424831",0.000424831
southern cooking,t1 AND NOT t2,256,"0,000602292",0.000602292
britney spears,t1 AND NOT t2,7,"0,000461986",0.000461986
downey high,t1 AND NOT t2,583,"0,000808806",0.000808806
baseball pictures,t1 AND NOT t2,205,"0,000554173",0.000554173
sunrise time,t1 AND NOT t2,1479,"0,001379531",0.001379531
youth violence,t1 AND NOT t2,206,"0,000632812",0.000632812
yahoo mail,t1 AND NOT t2,67,"0,000572261",0.000572261
nsync nu,t1 AND NOT t2,14,"0,000448576",0.000448576
court tv,t1 AND NOT t2,514,"0,000778566",0.000778566
chevrolet dealers,t1 AND NOT t2,14,"0,000381670",0.000381670
yahoo sports,t1 AND NOT t2,315,"0,000633510",0.000633510
herald star,t1 AND NOT t2,187,"0,000642520",0.000642520
dying rose,t1 AND NOT t2,117,"0,000571563",0.000571563
hp monitors,t1 AND NOT t2,52,"0,000495927",0.000495927
pinellas clerk,t1 AND NOT t2,37,"0,000602711",0.000602711
haden christensen,t1 AND NOT t2,2,"0,000439986",0.000439986
katie holmes,t1 AND NOT t2,18,"0,000382858",0.000382858
circus pictures,t1 AND NOT t2,107,"0,000520232",0.000520232
tough stuff,t1 AND NOT t2,39,"0,000435307",0.000435307
natalie portman,t1 AND NOT t2,6,"0,000430489",0.000430489
daily times,t1 AND NOT t2,533,"0,000726885",0.000726885
harlem renaissance,t1 AND NOT t2,42,"0,000547189",0.000547189
family fun,t1 AND NOT t2,890,"0,000968808",0.000968808
hilton hotels,t1 AND NOT t2,28,"0,000433770",0.000433770
tori kelly,t1 AND NOT t2,38,"0,000499699",0.000499699
star wars,t1 AND NOT t2,237,"0,000530916",0.000530916
somerset ky,t1 AND NOT t2,49,"0,000418686",0.000418686
oliver james,t1 AND NOT t2,211,"0,000413587",0.000413587
parental control,t1 AND NOT t2,293,"0,000414984",0.000414984
chicken snake,t1 AND NOT t2,50,"0,000514924",0.000514924
bobby darin,t1 AND NOT t2,18,"0,000327196",0.000327196
va beach,t1 AND NOT t2,90,"0,001694575",0.001694575
ford pinto,t1 AND NOT t2,48,"0,000385023",0.000385023
aol calendar,t1 AND NOT t2,66,"0,000424203",0.000424203
funky town,t1 AND NOT t2,538,"0,000639097",0.000639097
boost radio,t1 AND NOT t2,299,"0,000542650",0.000542650
global beauties,t1 AND NOT t2,82,"0,000421549",0.000421549
enchanted learning,t1 AND NOT t2,100,"0,000390959",0.000390959
american pup,t1 AND NOT t2,816,"0,000884512",0.000884512
vin decoding,t1 AND NOT t2,4,"0,000541742",0.000541742
california homeschooling,t1 AND NOT t2,322,"0,000623733",0.000623733
loco 88,t1 AND NOT t2,349,"0,000676950",0.000676950
criminal records,t1 AND NOT t2,301,"0,000600197",0.000600197
coastal campgrounds,t1 AND NOT t2,46,"0,000601315",0.000601315
auto trader,t1 AND NOT t2,877,"0,000938986",0.000938986
easton toyota,t1 AND NOT t2,21,"0,000455840",0.000455840
people search,t1 AND NOT t2,7902,"0,004063169",0.004063169
woodson county,t1 AND NOT t2,344,"0,000651040",0.000651040
watchers web,t1 AND NOT t2,202,"0,000588953",0.000588953
don omar,t1 AND NOT t2,50,"0,000371474",0.000371474
weather channel,t1 AND NOT t2,177,"0,000603060",0.000603060
carols daughter,t1 AND NOT t2,239,"0,000526726",0.000526726
internet explorer,t1 AND NOT t2,123,"0,000586369",0.000586369
houseboat builders,t1 AND NOT t2,12,"0,000577779",0.000577779
shea butter,t1 AND NOT t2,8,"0,000449414",0.000449414
performance rods,t1 AND NOT t2,217,"0,000557036",0.000557036
government waste,t1 AND NOT t2,555,"0,000756287",0.000756287
alison zur,t1 AND NOT t2,20,"0,000389352",0.000389352
football gear,t1 AND NOT t2,378,"0,000698182",0.000698182
irs gov,t1 AND NOT t2,11,"0,000426786",0.000426786
vent cleaning,t1 AND NOT t2,18,"0,000385512",0.000385512
suzanne somers,t1 AND NOT t2,9,"0,000403041",0.000403041
katy perry,t1 AND NOT t2,41,"0,000417777",0.000417777
lenox ma,t1 AND NOT t2,77,"0,000411073",0.000411073
fully committed,t1 AND NOT t2,197,"0,000607670",0.000607670
diamond rings,t1 AND NOT t2,66,"0,000493622",0.000493622
tiki torches,t1 AND NOT t2,6,"0,000490690",0.000490690
george alley,t1 AND NOT t2,208,"0,000546561",0.000546561
news articles,t1 AND NOT t2,6390,"0,003195837",0.003195837
connecticut sun,t1 AND NOT t2,148,"0,000568909",0.000568909
bingo supplies,t1 AND NOT t2,50,"0,000484334",0.000484334
pregnancy doppler,t1 AND NOT t2,33,"0,000492017",0.000492017
fashion jobs,t1 AND NOT t2,124,"0,000522746",0.000522746
jc penney,t1 AND NOT t2,18,"0,000544325",0.000544325
jennifer garner,t1 AND NOT t2,16,"0,000410025",0.000410025
yahoo mail,t1 AND NOT t2,67,"0,000513457",0.000513457
swim gear,t1 AND NOT t2,35,"0,000419383",0.000419383
louisville mojo,t1 AND NOT t2,37,"0,000477769",0.000477769
dust insects,t1 AND NOT t2,46,"0,000499350",0.000499350
conemaugh hospital,t1 AND NOT t2,115,"0,000452836",0.000452836
shelley hunter,t1 AND NOT t2,48,"0,000535666",0.000535666
foot doctor,t1 AND NOT t2,343,"0,000551659",0.000551659
hawaiian translations,t1 AND NOT t2,44,"0,000476862",0.000476862
driving directions,t1 AND NOT t2,98,"0,000561157",0.000561157
stun guns,t1 AND NOT t2,71,"0,000384534",0.000384534
snake extermination,t1 AND NOT t2,35,"0,000399479",0.000399479
eskimo lyrics,t1 AND NOT t2,81,"0,000423435",0.000423435
fathers day,t1 AND NOT t2,504,"0,000728422",0.000728422
brazilian wax,t1 AND NOT t2,52,"0,000521070",0.000521070
student trombone,t1 AND NOT t2,180,"0,000527774",0.000527774
florida lottery,t1 AND NOT t2,153,"0,000490201",0.000490201
harrisburg hotels,t1 AND NOT t2,31,"0,000412400",0.000412400
live support,t1 AND NOT t2,666,"0,000782966",0.000782966
upgrade ram,t1 AND NOT t2,43,"0,000479445",0.000479445
gwen stefani,t1 AND NOT t2,2,"0,000467224",0.000467224
bow wow,t1 AND NOT t2,36,"0,000484543",0.000484543
sol beer,t1 AND NOT t2,31,"0,000412819",0.000412819
american bandstand,t1 AND NOT t2,816,"0,000972370",0.000972370
sick babies,t1 AND NOT t2,32,"0,000487826",0.000487826
american singles,t1 AND NOT t2,1002,"0,001003238",0.001003238
rent movie,t1 AND NOT t2,227,"0,000572960",0.000572960
cinema 16,t1 AND NOT t2,1175,"0,003286208",0.003286208
liberty university,t1 AND NOT t2,638,"0,001213105",0.001213105
weather bug,t1 AND NOT t2,85,"0,000448646",0.000448646
pogo games,t1 AND NOT t2,303,"0,000608717",0.000608717
